,longitude,latitude,housing_median_age,median_income,house_category,bedrooms_per_person,rooms_per_person,bedrooms_per_rooms,bedrooms_per_family,Pessoas_por_familia,<1H OCEAN,INLAND,ISLAND,NEAR BAY,NEAR OCEAN,valor_real,valor_previsto,diferenca,porcentagem,categoria_desconto
3095,-118.61,35.47,13.0,2.5474,20%_cheaper,0.794973544973545,2.998677248677249,0.2651080723423026,2.177536231884058,2.739130434782609,0,1,0,0,0,78400.0,123715.0,-45315.0,-36.62854140565008,Desconto muito alto
14865,-117.09,32.64,30.0,2.507,20%-40%,0.40545625587958606,1.491533396048918,0.271838536739199,1.0775,2.6575,0,0,0,0,1,142700.0,170590.0,-27890.0,-16.349141215780527,Desconto muito alto
9827,-121.92,36.62,52.0,2.5263,60%-80%,0.7582278481012659,3.270886075949367,0.23181114551083593,1.3490990990990992,1.7792792792792793,0,0,0,0,1,286400.0,241430.0,44970.0,18.62651700285797,Cara
10571,-117.67,33.66,4.0,4.7341,60%-80%,0.45800083998320035,2.136707265854683,0.21434889434889434,1.130637636080871,2.468636599274235,1,0,0,0,0,237400.0,272345.0,-34945.0,-12.83115166424939,Desconto bom
687,-122.13,37.69,34.0,2.875,40%-60%,0.49642857142857144,2.0196428571428573,0.2458001768346596,1.1729957805907174,2.3628691983122363,0,0,0,1,0,161700.0,227185.0,-65485.0,-28.824526267139117,Desconto muito alto
17347,-120.33,34.87,24.0,3.9375,20%_expensive,0.3696248856358646,2.3696248856358646,0.155984555984556,1.1952662721893492,3.2337278106508878,1,0,0,0,0,341200.0,248820.0,92380.0,37.12724057551644,Cara
14189,-117.08,32.71,27.0,1.4821,20%_cheaper,0.3611111111111111,1.3309178743961352,0.2713248638838475,1.1477927063339732,3.1785028790786947,0,0,0,0,1,86200.0,131230.0,-45030.0,-34.31380019812543,Desconto muito alto
6519,-118.02,34.07,21.0,2.3236,20%-40%,0.2718253968253968,0.9197845804988662,0.29553158705701077,1.0811724915445322,3.9774520856820743,0,1,0,0,0,156300.0,92835.0,63465.0,68.36322507674907,Cara
3060,-119.14,35.76,30.0,2.5625,20%-40%,0.3254156769596199,1.7458432304038005,0.18639455782312925,1.2123893805309736,3.725663716814159,0,1,0,0,0,156300.0,86555.0,69745.0,80.57882271388135,Cara
3297,-122.65,38.97,32.0,1.1912,20%_cheaper,0.6714082503556188,2.6401137980085347,0.2543103448275862,1.6164383561643836,2.4075342465753424,0,1,0,0,0,60000.0,93065.0,-33065.0,-35.52893139203782,Desconto muito alto
10129,-117.89,33.92,17.0,5.4617,40%-60%,0.40188269370021723,2.1259956553222303,0.18903269754768393,1.0373831775700935,2.581308411214953,1,0,0,0,0,190300.0,257225.0,-66925.0,-26.018077558557685,Desconto muito alto
9531,-120.46,37.51,22.0,2.9,20%_cheaper,0.3470670391061452,1.888268156424581,0.183801775147929,1.2456140350877194,3.588972431077694,0,1,0,0,0,83100.0,106860.0,-23760.0,-22.23469960696238,Desconto muito alto
7586,-118.23,33.9,31.0,1.8095,20%_cheaper,0.22934973637961337,0.9415641476274165,0.2435837610825945,1.0057803468208093,4.3853564547206165,1,0,0,0,0,100800.0,125720.0,-24920.0,-19.821826280623608,Desconto muito alto
13980,-116.88,34.19,38.0,1.6875,60%-80%,2.443396226415094,8.471698113207546,0.2884187082405345,4.980769230769231,2.0384615384615383,0,1,0,0,0,225000.0,139545.0,85455.0,61.238310222508865,Cara
15368,-117.17,33.28,16.0,5.1786,20%_expensive,0.3619489559164733,2.2285382830626452,0.16241540864133264,1.1142857142857143,3.0785714285714287,1,0,0,0,0,376800.0,277305.0,99495.0,35.87926651160275,Cara
17541,-121.87,37.35,37.0,3.2793,40%-60%,0.30662305805396567,1.2804578904333606,0.23946360153256704,1.083815028901734,3.5346820809248554,1,0,0,0,0,174500.0,173195.0,1305.0,0.753485955137273,Cara
2278,-119.77,36.79,34.0,3.2642,20%_cheaper,0.40315512708150747,2.347940403155127,0.17170586039567,0.9787234042553191,2.427659574468085,0,1,0,0,0,89600.0,127025.0,-37425.0,-29.462704192088175,Desconto muito alto
7592,-118.24,33.9,39.0,1.2083,20%_cheaper,0.27157894736842103,1.351578947368421,0.20093457943925233,1.048780487804878,3.861788617886179,1,0,0,0,0,92600.0,119630.0,-27030.0,-22.594666889576192,Desconto muito alto
1297,-121.82,37.98,13.0,5.0164,40%-60%,0.30726256983240224,2.0289487049263584,0.15143929912390489,0.9967051070840197,3.243822075782537,0,1,0,0,0,165200.0,176520.0,-11320.0,-6.412871062769092,Desconto ok
13303,-117.62,34.08,30.0,3.1597,20%-40%,0.224450811843362,1.3104106972301814,0.17128279883381925,1.0444444444444445,4.653333333333333,0,1,0,0,0,116300.0,120535.0,-4235.0,-3.513502302235865,Desconto baixo
4167,-118.2,34.1,30.0,2.07,20%-40%,0.2760608856088561,0.8401752767527675,0.328575349986275,1.0292347377472055,3.7282889079965607,1,0,0,0,0,154500.0,146380.0,8120.0,5.547205902445689,Cara
3137,-117.65,35.0,36.0,1.9107,20%_cheaper,0.47023809523809523,1.7619047619047619,0.2668918918918919,1.3112033195020747,2.788381742738589,0,1,0,0,0,39800.0,81530.0,-41730.0,-51.183613393842755,Desconto muito alto
4441,-118.21,34.09,39.0,1.6118,20%-40%,0.30145175064047824,1.099060631938514,0.2742812742812743,1.0231884057971015,3.3942028985507244,1,0,0,0,0,138500.0,120405.0,18095.0,15.028445662555542,Cara
13383,-117.58,34.11,14.0,4.7547,40%-60%,0.3189507993170883,1.8058357907806921,0.1766222604211431,1.0228969636635141,3.207068193130911,0,1,0,0,0,157600.0,170260.0,-12660.0,-7.435686596969342,Desconto ok
5960,-117.83,34.11,29.0,4.9844,40%-60%,0.2944743935309973,1.7998652291105122,0.1636091351553725,0.9820224719101124,3.3348314606741574,0,1,0,0,0,203000.0,168715.0,34285.0,20.3212518151913,Cara
789,-122.1,37.63,29.0,3.7895,40%-60%,0.3159041394335512,1.5773420479302833,0.20027624309392264,1.0661764705882353,3.375,0,0,0,1,0,180900.0,170155.0,10745.0,6.314830595633393,Cara
17632,-121.92,37.27,33.0,4.5625,60%-80%,0.35944409349336703,2.0720151610865445,0.17347560975609755,1.0178890876565294,2.8318425760286225,1,0,0,0,0,253500.0,242800.0,10700.0,4.406919275123559,Cara
1251,-122.17,39.31,35.0,2.5625,20%_cheaper,0.3956989247311828,2.000716845878136,0.19777857398781798,1.1596638655462186,2.930672268907563,0,1,0,0,0,62700.0,90710.0,-28010.0,-30.87862418696946,Desconto muito alto
7971,-118.2,33.88,40.0,3.2368,20%-40%,0.2536738978306508,1.0304408677396781,0.2461799660441426,1.0507246376811594,4.142028985507246,1,0,0,0,0,136900.0,168110.0,-31210.0,-18.565225150199275,Desconto muito alto
14742,-117.06,32.58,13.0,3.4792,20%-40%,0.4020442930153322,1.950596252129472,0.20611353711790392,1.0128755364806867,2.51931330472103,0,0,0,0,1,107600.0,183555.0,-75955.0,-41.37996785704557,Desconto muito alto
19240,-122.65,38.48,17.0,5.5061,60%-80%,0.346723044397463,2.3044397463002113,0.15045871559633028,1.0061349693251533,2.901840490797546,1,0,0,0,0,231800.0,262330.0,-30530.0,-11.638013189494147,Desconto bom
13628,-117.33,34.09,29.0,2.9292,20%_cheaper,0.24687685901249257,1.1659726353361095,0.21173469387755103,0.9540229885057471,3.864367816091954,0,1,0,0,0,84500.0,113675.0,-29175.0,-25.665273806905653,Desconto muito alto
8564,-118.42,33.92,25.0,3.8086,20%_expensive,0.5590551181102362,2.3103674540682415,0.24197671116160183,1.1151832460732984,1.9947643979057592,1,0,0,0,0,361300.0,278865.0,82435.0,29.560898642712424,Cara
20182,-119.14,34.29,17.0,3.1618,20%-40%,0.42772424017790955,2.0415122312824314,0.2095134350036311,1.0825515947467168,2.530956848030019,1,0,0,0,0,154200.0,213185.0,-58985.0,-27.668456973989723,Desconto muito alto
1013,-121.76,37.68,52.0,3.7301,40%-60%,0.44994617868675996,2.3218514531754573,0.19378766805748726,0.9976133651551312,2.217183770883055,0,1,0,0,0,204400.0,152355.0,52045.0,34.160349184470476,Cara
16400,-121.23,37.99,38.0,5.5693,20%-40%,0.35398230088495575,2.314159292035398,0.15296367112810708,1.1111111111111112,3.138888888888889,0,1,0,0,0,153100.0,195305.0,-42205.0,-21.60978981592893,Desconto muito alto
15070,-116.97,32.79,32.0,2.6635,20%-40%,0.4322250639386189,1.604859335038363,0.2693227091633466,1.119205298013245,2.589403973509934,1,0,0,0,0,113600.0,192030.0,-78430.0,-40.84257668072697,Desconto muito alto
17029,-122.26,37.51,46.0,5.3264,60%-80%,0.42450142450142453,1.9145299145299146,0.22172619047619047,1.0955882352941178,2.5808823529411766,0,0,0,0,1,258100.0,295870.0,-37770.0,-12.76574171088654,Desconto bom
19627,-121.03,37.32,42.0,2.2566,20%_cheaper,0.38503774879890185,1.9938229238160603,0.19311531841652324,1.0181488203266789,2.644283121597096,0,1,0,0,0,82100.0,83875.0,-1775.0,-2.1162444113263787,Desconto baixo
16710,-120.47,35.04,29.0,2.9375,20%-40%,0.30129589632829373,1.420086393088553,0.21216730038022813,1.1204819277108433,3.718875502008032,1,0,0,0,0,144800.0,174150.0,-29350.0,-16.853287395923054,Desconto muito alto
10182,-117.95,33.86,35.0,5.2099,40%-60%,0.32333083270817703,1.8589647411852963,0.17393058918482648,1.009367681498829,3.1217798594847777,1,0,0,0,0,191400.0,254255.0,-62855.0,-24.721244419972074,Desconto muito alto
19692,-121.61,39.13,33.0,1.4727,20%_cheaper,0.3404927353126974,1.616550852811118,0.21062915201250487,1.0694444444444444,3.140873015873016,0,1,0,0,0,53000.0,71990.0,-18990.0,-26.378663703292123,Desconto muito alto
11158,-118.0,33.82,21.0,3.2326,40%-60%,0.3776041666666667,1.466796875,0.2574345317354638,1.16,3.072,1,0,0,0,0,204700.0,189950.0,14750.0,7.765201368781257,Cara
9398,-122.55,37.9,34.0,7.9606,20%_expensive,0.44532803180914515,2.84493041749503,0.15653389238294899,1.018181818181818,2.286363636363636,0,0,0,1,0,453400.0,401950.0,51450.0,12.800099514865032,Cara
5994,-117.72,34.09,33.0,3.7958,20%-40%,0.36271844660194175,1.9335922330097088,0.18758786905001004,1.068649885583524,2.946224256292906,0,1,0,0,0,152500.0,127395.0,25105.0,19.70642489893638,Cara
18881,-122.25,38.1,52.0,2.3,20%-40%,0.49710982658959535,1.4335260115606936,0.3467741935483871,1.2463768115942029,2.5072463768115942,0,0,0,1,0,109400.0,151675.0,-42275.0,-27.872094939838473,Desconto muito alto
18662,-121.93,36.99,19.0,4.7325,60%-80%,0.37237643872714965,2.1516587677725116,0.17306482064191314,1.02803738317757,2.7607476635514017,0,0,0,0,1,283500.0,282930.0,570.0,0.20146325946347154,Cara
2039,-119.69,36.75,13.0,4.0027,20%_cheaper,0.303637713437268,1.7394209354120267,0.17456252667520272,1.0098765432098766,3.325925925925926,0,1,0,0,0,93100.0,124520.0,-31420.0,-25.232894314166398,Desconto muito alto
14040,-117.14,32.75,20.0,2.1937,40%-60%,0.5589970501474927,1.7433628318584071,0.3206429780033841,1.1625766871165644,2.079754601226994,0,0,0,0,1,162500.0,160340.0,2160.0,1.34713733316702,Cara
4962,-118.3,34.01,52.0,2.0625,20%-40%,0.2972270363951473,1.2512998266897748,0.23753462603878117,1.026946107784431,3.4550898203592815,1,0,0,0,0,134400.0,135395.0,-995.0,-0.7348868126592563,Desconto baixo
5882,-118.34,34.17,46.0,3.2125,60%-80%,0.455026455026455,2.2724867724867726,0.20023282887077998,1.0029154518950438,2.204081632653061,1,0,0,0,0,247000.0,224810.0,22190.0,9.870557359548062,Cara
16753,-122.47,37.7,44.0,4.5341,60%-80%,0.2837022132796781,1.364185110663984,0.2079646017699115,1.1340482573726542,3.997319034852547,0,0,0,0,1,236500.0,203085.0,33415.0,16.453701652017628,Cara
14717,-117.06,32.79,17.0,8.7604,20%_expensive,0.43060959792477305,3.2736705577172502,0.13153724247226625,1.0473186119873816,2.4321766561514195,1,0,0,0,0,331800.0,407365.0,-75565.0,-18.549703582782026,Desconto muito alto
20568,-121.78,38.66,18.0,4.8226,20%-40%,0.33141059255374933,2.214997378080755,0.14962121212121213,0.9859594383775351,2.9750390015600625,0,1,0,0,0,139900.0,166805.0,-26905.0,-16.12961242169,Desconto muito alto
18613,-122.05,37.05,41.0,4.1679,40%-60%,0.5486338797814208,2.646994535519126,0.20726672171758878,1.3715846994535519,2.5,0,0,0,0,1,201300.0,261705.0,-60405.0,-23.0813320341606,Desconto muito alto
10932,-117.91,33.73,26.0,4.7639,40%-60%,0.1785838855946983,0.8416463201953261,0.21218400331537504,1.005893909626719,5.632612966601179,1,0,0,0,0,179900.0,175890.0,4010.0,2.2798339871510604,Cara
10198,-117.93,33.88,52.0,5.1237,60%-80%,0.36163836163836166,2.154845154845155,0.16782568382012053,0.9705093833780161,2.683646112600536,1,0,0,0,0,240000.0,255400.0,-15400.0,-6.029757243539546,Desconto ok
926,-121.92,37.47,26.0,6.0878,60%-80%,0.2914027149321267,1.8244343891402715,0.1597222222222222,0.9019607843137255,3.0952380952380953,1,0,0,0,0,246900.0,263035.0,-16135.0,-6.134164654893835,Desconto ok
11987,-117.48,34.0,12.0,3.8529,20%-40%,0.3530312308634415,2.067054500918555,0.1707895126647904,1.0167548500881833,2.880070546737213,0,1,0,0,0,145500.0,127730.0,17770.0,13.91215845924998,Cara
19602,-121.02,37.58,36.0,1.7169,20%-40%,0.38243626062322944,1.820113314447592,0.21011673151750973,0.989010989010989,2.586080586080586,0,1,0,0,0,121400.0,63890.0,57510.0,90.01408671153546,Cara
6471,-118.06,34.09,36.0,3.244,60%-80%,0.3319386331938633,1.7280334728033473,0.192090395480226,1.0042194092827004,3.0253164556962027,1,0,0,0,0,258100.0,166385.0,91715.0,55.122156444391024,Cara
19582,-120.76,37.65,25.0,2.0385,20%_cheaper,0.29409228115567054,1.3859422164726176,0.21219663970130678,1.065625,3.6234375,0,1,0,0,0,84300.0,75715.0,8585.0,11.338572277620022,Cara
13074,-121.28,38.59,3.0,3.0481,20%_cheaper,0.5458913983661701,2.0124939932724653,0.271251193887297,1.1417085427135678,2.091457286432161,0,1,0,0,0,92500.0,109980.0,-17480.0,-15.893798872522277,Desconto muito alto
14589,-117.19,32.83,30.0,4.3317,40%-60%,0.3466583385384135,2.014366021236727,0.17209302325581396,1.0432330827067668,3.0093984962406015,0,0,0,0,1,173300.0,203690.0,-30390.0,-14.919730963719378,Desconto bom
14912,-117.05,32.61,26.0,3.8615,20%-40%,0.2497816593886463,1.3650655021834062,0.18298144593730006,0.9137380191693291,3.65814696485623,0,0,0,0,1,139300.0,175630.0,-36330.0,-20.685532084495815,Desconto muito alto
5719,-118.24,34.22,36.0,5.529,60%-80%,0.41964285714285715,2.0349025974025974,0.206222576785002,1.1,2.6212765957446806,1,0,0,0,0,241300.0,270000.0,-28700.0,-10.62962962962963,Desconto bom
7475,-118.2,33.93,41.0,2.6339,20%-40%,0.215203426124197,0.917558886509636,0.23453908984830804,0.8854625550660793,4.11453744493392,1,0,0,0,0,145700.0,154720.0,-9020.0,-5.829886246122027,Desconto ok
422,-122.25,37.89,42.0,6.7138,20%_expensive,0.44616876818622697,2.7769156159068866,0.16067062521830247,1.0267857142857142,2.3013392857142856,0,0,0,1,0,368600.0,365975.0,2625.0,0.7172621080674909,Cara
4599,-118.27,34.05,47.0,1.3169,20%-40%,0.2553342816500711,0.4701280227596017,0.5431164901664145,1.1693811074918568,4.579804560260587,1,0,0,0,0,112500.0,164115.0,-51615.0,-31.45050726624623,Desconto muito alto
2581,-124.08,40.86,18.0,1.1157,20%-40%,0.6012422360248447,1.5987577639751553,0.37606837606837606,0.9641434262948207,1.6035856573705178,0,0,0,0,1,150000.0,141825.0,8175.0,5.7641459545214175,Cara
7554,-118.19,33.91,43.0,2.6354,20%-40%,0.23658051689860835,1.0145791915175613,0.23318092749836708,0.949468085106383,4.013297872340425,1,0,0,0,0,128100.0,150790.0,-22690.0,-15.047416937462696,Desconto muito alto
17015,-122.28,37.52,27.0,4.0801,20%_expensive,0.5097276264591439,2.3019455252918286,0.22143340094658553,1.1351819757365684,2.2270363951473136,0,0,0,0,1,397800.0,320385.0,77415.0,24.1631162507608,Cara
12587,-121.51,38.53,34.0,4.25,40%-60%,0.41996830427892234,2.556259904912837,0.1642901425914445,0.9962406015037594,2.3721804511278197,0,1,0,0,0,191900.0,214420.0,-22520.0,-10.5027516089917,Desconto bom
14477,-117.21,32.85,15.0,4.2065,60%-80%,0.5782463928967814,2.8779134295227524,0.20092556883918242,1.1425438596491229,1.9758771929824561,0,0,0,0,1,277800.0,276525.0,1275.0,0.46107946840249525,Cara
19873,-119.3,36.34,45.0,1.8299,20%_cheaper,0.3683510638297872,1.6502659574468086,0.22320709105560033,1.0792207792207793,2.92987012987013,0,1,0,0,0,63100.0,70380.0,-7280.0,-10.343847684001137,Desconto bom
11924,-117.39,33.95,35.0,4.125,20%-40%,0.39389736477115117,2.217753120665742,0.17761100687929957,0.9895470383275261,2.5121951219512195,0,1,0,0,0,120700.0,175260.0,-54560.0,-31.130891247289743,Desconto muito alto
20472,-118.76,34.26,26.0,4.5673,40%-60%,0.29521829521829523,1.819126819126819,0.16228571428571428,1.0215827338129497,3.460431654676259,1,0,0,0,0,190400.0,212850.0,-22450.0,-10.547333803147756,Desconto bom
6822,-118.09,34.08,42.0,3.1607,60%-80%,0.3068920676202861,1.3042912873862158,0.23529411764705882,1.0216450216450217,3.329004329004329,1,0,0,0,0,218300.0,166150.0,52150.0,31.387300631959075,Cara
14872,-117.09,32.62,37.0,3.0729,20%-40%,0.34371395617070355,1.7739331026528258,0.19375812743823148,1.0456140350877192,3.042105263157895,0,0,0,0,1,128700.0,166770.0,-38070.0,-22.827846735024284,Desconto muito alto
5220,-118.24,33.95,36.0,1.25,20%_cheaper,0.2801857585139319,1.195046439628483,0.2344559585492228,1.0710059171597632,3.8224852071005917,1,0,0,0,0,97400.0,119665.0,-22265.0,-18.60610872017716,Desconto muito alto
18428,-121.87,37.26,17.0,5.6652,60%-80%,0.38565022421524664,2.3565022421524664,0.1636536631779258,0.9942196531791907,2.578034682080925,1,0,0,0,0,234500.0,313160.0,-78660.0,-25.118150466215354,Desconto muito alto
14597,-117.17,32.81,26.0,5.0603,40%-60%,0.3670520231213873,2.277456647398844,0.16116751269035534,1.016,2.768,0,0,0,0,1,185700.0,314990.0,-129290.0,-41.04574748404711,Desconto muito alto
3033,-119.11,35.39,22.0,3.25,20%_cheaper,0.3902439024390244,2.1818181818181817,0.17886178861788618,1.035294117647059,2.652941176470588,0,1,0,0,0,88900.0,132685.0,-43785.0,-32.99920865207069,Desconto muito alto
7062,-118.03,33.93,35.0,5.2736,40%-60%,0.30014430014430016,1.7821067821067822,0.16842105263157894,1.0121654501216546,3.372262773722628,1,0,0,0,0,179500.0,214630.0,-35130.0,-16.367702557890322,Desconto muito alto
19290,-122.84,38.42,29.0,2.9625,60%-80%,0.39898624185372916,1.995655322230268,0.19992743105950653,1.0376647834274952,2.6007532956685497,1,0,0,0,0,237300.0,196090.0,41210.0,21.01586006425621,Cara
8332,-118.3,33.93,40.0,3.2024,20%-40%,0.28979343863912516,1.4787363304981773,0.19597370583401807,1.0529801324503312,3.6335540838852096,1,0,0,0,0,128000.0,200795.0,-72795.0,-36.25339276376403,Desconto muito alto
2007,-119.79,36.75,33.0,1.123,20%_cheaper,0.26458923512747873,0.8954674220963172,0.2954761151534325,1.1040189125295508,4.1725768321513,0,1,0,0,0,46700.0,71090.0,-24390.0,-34.30862287241525,Desconto muito alto
19455,-120.95,37.66,16.0,5.1473,40%-60%,0.3251256281407035,2.250251256281407,0.14448414470745868,0.9627976190476191,2.9613095238095237,0,1,0,0,0,188400.0,183730.0,4670.0,2.541773254231753,Cara
20275,-119.21,34.19,15.0,4.7443,60%-80%,0.31227436823104693,1.7134476534296028,0.18224914406110088,1.0251851851851852,3.282962962962963,0,0,0,0,1,229500.0,240700.0,-11200.0,-4.653095139177399,Desconto baixo
18980,-122.0,38.25,7.0,4.9222,20%-40%,0.28436232537178907,1.7677632567222472,0.1608599592114208,1.0101387406616862,3.5522945570971185,0,1,0,0,0,142900.0,158185.0,-15285.0,-9.66273666908999,Desconto ok
19795,-123.11,40.6,23.0,1.1602,20%_cheaper,0.6392405063291139,2.240506329113924,0.2853107344632768,1.4852941176470589,2.323529411764706,0,1,0,0,0,65000.0,93230.0,-28230.0,-30.27995280489113,Desconto muito alto
19205,-122.71,38.44,27.0,1.7,20%_expensive,0.5432900432900433,2.090909090909091,0.2598343685300207,1.0913043478260869,2.008695652173913,1,0,0,0,0,350000.0,165245.0,184755.0,111.80671124693637,Cara
2765,-115.9,32.69,18.0,1.5417,20%_cheaper,0.8775510204081632,4.224489795918367,0.20772946859903382,1.5925925925925926,1.8148148148148149,0,1,0,0,0,57500.0,85965.0,-28465.0,-33.11231315070087,Desconto muito alto
2091,-119.78,36.75,49.0,1.2937,20%_cheaper,0.31262729124236255,1.1965376782077393,0.2612765957446809,1.10431654676259,3.5323741007194243,0,1,0,0,0,52000.0,59975.0,-7975.0,-13.29720716965402,Desconto bom
16345,-121.35,38.03,8.0,5.7201,20%-40%,0.2849162011173184,2.1273743016759776,0.13392857142857142,1.0537190082644627,3.6983471074380163,0,1,0,0,0,155700.0,196245.0,-40545.0,-20.660398991057097,Desconto muito alto
6560,-118.13,34.19,48.0,4.7269,20%_expensive,0.45698924731182794,2.7301075268817203,0.16738873572272547,1.1675824175824177,2.5549450549450547,0,1,0,0,0,303900.0,210040.0,93860.0,44.68672633784041,Cara
675,-122.17,37.69,24.0,4.7609,60%-80%,0.34755555555555556,2.010666666666667,0.17285587975243147,1.0683060109289617,3.0737704918032787,0,0,0,1,0,212600.0,212100.0,500.0,0.23573785950023576,Cara
596,-122.08,37.7,32.0,5.2497,60%-80%,0.3866782006920415,2.35121107266436,0.16445916114790288,1.0902439024390245,2.819512195121951,0,0,0,1,0,259300.0,290440.0,-31140.0,-10.721663682688334,Desconto bom
7244,-118.1,34.0,32.0,2.7311,40%-60%,0.30637636080870917,1.100051840331778,0.27851083883129124,1.0964749536178107,3.5788497217068644,1,0,0,0,0,169300.0,150110.0,19190.0,12.78395843048431,Cara
1320,-121.9,38.04,36.0,1.2024,20%_cheaper,0.39498806682577564,1.7768496420047732,0.22229684351914036,1.277992277992278,3.2355212355212357,0,1,0,0,0,90200.0,67170.0,23030.0,34.28613964567515,Cara
2997,-119.03,35.32,12.0,2.5575,20%_cheaper,0.4242658423493045,2.1027820710973724,0.20176405733186328,1.0497131931166348,2.4741873804971317,0,1,0,0,0,100200.0,106580.0,-6380.0,-5.986113717395384,Desconto ok
20540,-121.72,38.54,16.0,3.1908,40%-60%,0.45021645021645024,2.012987012987013,0.22365591397849463,0.9811320754716981,2.1792452830188678,0,1,0,0,0,194300.0,114590.0,79710.0,69.56104372109259,Cara
10909,-117.86,33.74,32.0,4.125,40%-60%,0.1630669546436285,0.7462203023758099,0.21852387843704776,1.0202702702702702,6.256756756756757,1,0,0,0,0,175900.0,166510.0,9390.0,5.6393009428863135,Cara
9322,-122.54,37.97,39.0,5.6263,20%_expensive,0.4157119476268412,2.287506819421713,0.1817314571905557,1.033921302578019,2.4871099050203527,0,0,0,1,0,352100.0,321730.0,30370.0,9.439592204643645,Cara
2407,-119.43,36.61,19.0,2.4219,20%_cheaper,0.22839506172839505,1.1450617283950617,0.19946091644204852,0.9932885906040269,4.348993288590604,0,1,0,0,0,65800.0,86385.0,-20585.0,-23.82936852462812,Desconto muito alto
5747,-118.27,34.17,48.0,5.5118,20%_expensive,0.3393939393939394,1.8909090909090909,0.1794871794871795,1.0408921933085502,3.066914498141264,1,0,0,0,0,354700.0,239480.0,115220.0,48.11257725070987,Cara
12304,-116.8,33.8,35.0,3.4167,20%_cheaper,0.3987341772151899,2.050632911392405,0.19444444444444445,1.6153846153846154,4.051282051282051,0,1,0,0,0,100000.0,123670.0,-23670.0,-19.139645831648743,Desconto muito alto
16500,-121.04,37.78,32.0,2.5643,40%-60%,0.3601637107776262,1.9890859481582537,0.18106995884773663,1.1162790697674418,3.0993657505285412,0,1,0,0,0,200000.0,87910.0,112090.0,127.50540325332726,Cara
14125,-117.08,32.75,16.0,1.2347,20%-40%,0.35268817204301073,1.1946236559139785,0.2952295229522952,1.0825082508250825,3.0693069306930694,0,0,0,0,1,128100.0,138775.0,-10675.0,-7.6923076923076925,Desconto ok
2127,-119.73,36.8,15.0,3.1417,20%_cheaper,0.4494569757727652,1.9849624060150375,0.22643097643097643,1.0549019607843138,2.347058823529412,0,1,0,0,0,74600.0,126185.0,-51585.0,-40.8804533026905,Desconto muito alto
18657,-121.96,36.97,23.0,3.0777,60%-80%,0.5607375271149675,2.3449023861171367,0.2391304347826087,1.1817142857142857,2.107428571428571,0,0,0,0,1,263800.0,242140.0,21660.0,8.94523829189725,Cara
2907,-119.03,35.37,52.0,1.6786,20%-40%,0.6624548736462094,2.7129963898916967,0.24417831004657353,1.3249097472924187,2.0,0,1,0,0,0,126600.0,77075.0,49525.0,64.25559519948104,Cara
3945,-118.62,34.21,26.0,6.1074,60%-80%,0.3237319974953037,2.0250469630557295,0.1598639455782313,1.0077972709551657,3.1130604288499026,1,0,0,0,0,258600.0,290615.0,-32015.0,-11.016293033738796,Desconto bom
15355,-117.32,33.25,7.0,3.6301,40%-60%,0.34621504887474425,1.865423959990907,0.18559590543504753,1.0702740688685874,3.0913562895291635,1,0,0,0,0,170900.0,204215.0,-33315.0,-16.313689004235734,Desconto muito alto
12804,-121.45,38.61,46.0,1.0685,20%_cheaper,0.4670932358318099,1.606946983546618,0.2906712172923777,1.0557851239669422,2.260330578512397,0,1,0,0,0,70000.0,73155.0,-3155.0,-4.312760576857358,Desconto baixo
19859,-119.29,36.34,10.0,2.0227,20%_cheaper,0.2734375,1.1009615384615385,0.24836244541484717,1.0606060606060606,3.878787878787879,0,1,0,0,0,53300.0,71275.0,-17975.0,-25.219221325850576,Desconto muito alto
17734,-121.8,37.3,16.0,4.8173,60%-80%,0.2462809917355372,1.4975206611570249,0.16445916114790288,1.0067567567567568,4.087837837837838,1,0,0,0,0,235600.0,195265.0,40335.0,20.65654367142089,Cara
3973,-118.58,34.19,15.0,2.85,40%-60%,0.4965485503911643,1.408651633686148,0.35249918327344004,1.0009276437847867,2.015769944341373,1,0,0,0,0,187500.0,201780.0,-14280.0,-7.077014570324115,Desconto ok
20234,-119.27,34.27,44.0,4.09,40%-60%,0.4176646706586826,1.964071856287425,0.21265243902439024,1.0035971223021583,2.402877697841727,0,0,0,0,1,203800.0,277655.0,-73855.0,-26.599557004195855,Desconto muito alto
3938,-118.58,34.22,35.0,5.6345,60%-80%,0.3088235294117647,1.792717086834734,0.172265625,0.9423076923076923,3.051282051282051,1,0,0,0,0,228200.0,253255.0,-25055.0,-9.89319065763756,Desconto ok
13937,-117.27,34.24,34.0,2.875,20%-40%,0.8034006376195537,3.91817215727949,0.2050447518307567,2.0599455040871937,2.5640326975476837,0,1,0,0,0,117600.0,142175.0,-24575.0,-17.285036047125022,Desconto muito alto
18848,-122.37,41.41,28.0,1.27,20%_cheaper,0.4510226049515608,1.8611410118406888,0.24233661075766338,1.1324324324324324,2.5108108108108107,0,1,0,0,0,53100.0,72130.0,-19030.0,-26.382919728268405,Desconto muito alto
1383,-122.09,37.99,19.0,5.4496,40%-60%,0.2853919909757473,1.733220530174845,0.16465994142531729,1.026369168356998,3.5963488843813387,0,0,0,1,0,205400.0,220265.0,-14865.0,-6.748689079063855,Desconto ok
7740,-118.15,33.94,37.0,3.3289,40%-60%,0.3200398803589232,1.5892323030907278,0.2013801756587202,0.9938080495356038,3.1052631578947367,1,0,0,0,0,199700.0,183650.0,16050.0,8.739450040838552,Cara
