,valor_real,latitude,longitude,valor_previsto,diferenca,porcentagem,categoria_desconto
4377,262900.0,37.68,-121.91,284825.00000000006,-21925.00000000006,-7.697709119634882,Desconto ok
4384,78100.0,32.7,-117.12,121160.00000000003,-43060.00000000003,-35.53978210630573,Desconto muito alto
4386,114800.0,38.26,-119.3,144785.0,-29985.0,-20.710018303001,Desconto muito alto
4389,194300.0,32.97,-117.05,245685.0,-51385.0,-20.91499277530171,Desconto muito alto
4391,109300.0,34.58,-118.06,129120.00000000001,-19820.000000000015,-15.350061957868657,Desconto muito alto
4392,129400.0,38.01,-122.11,182085.00000000003,-52685.00000000003,-28.93428893099378,Desconto muito alto
4393,136500.0,33.88,-118.26,221745.0,-85245.0,-38.442805925725494,Desconto muito alto
4394,295800.0,37.33,-121.92,315974.99999999994,-20174.99999999994,-6.384998813197229,Desconto ok
4395,94300.0,38.54,-121.42,111510.0,-17210.0,-15.433593399695095,Desconto muito alto
4398,192500.0,33.19,-117.23,220310.0,-27810.0,-12.623121964504561,Desconto bom
4401,186500.0,37.85,-122.06,263769.99999999994,-77269.99999999994,-29.294461083519717,Desconto muito alto
4402,138200.0,37.33,-120.46,199025.0,-60825.0,-30.561487250345433,Desconto muito alto
4403,97300.0,37.77,-122.18,177545.0,-80245.0,-45.19699231180827,Desconto muito alto
4407,88600.0,37.35,-120.6,100545.00000000001,-11945.000000000015,-11.880252623203553,Desconto bom
4408,117000.0,32.67,-117.09,140370.0,-23370.0,-16.648856593289164,Desconto muito alto
4411,269000.0,33.88,-118.32,317580.0,-48580.0,-15.2969330562378,Desconto muito alto
4412,355800.0,37.53,-122.51,407474.99999999994,-51674.99999999994,-12.681759617154414,Desconto bom
4413,153200.0,34.04,-117.2,187129.99999999997,-33929.99999999997,-18.131780045957342,Desconto muito alto
4415,67000.0,35.41,-119.02,72960.00000000001,-5960.000000000015,-8.168859649122826,Desconto ok
4417,203700.0,33.94,-118.0,256560.00000000006,-52860.00000000006,-20.60336763330217,Desconto muito alto
4418,73100.0,36.58,-119.6,97735.0,-24635.0,-25.205913950989924,Desconto muito alto
4419,60200.0,38.96,-122.63,99815.0,-39615.0,-39.688423583629714,Desconto muito alto
4423,140900.0,34.03,-118.37,177200.0,-36300.0,-20.48532731376975,Desconto muito alto
4427,86100.0,34.14,-117.31,102870.0,-16770.0,-16.3021289005541,Desconto muito alto
4429,108300.0,36.71,-119.69,147880.0,-39580.0,-26.76494454963484,Desconto muito alto
4430,55900.0,36.69,-119.55,64005.00000000001,-8105.000000000007,-12.663073197406463,Desconto bom
4431,75700.0,35.37,-118.92,99425.0,-23725.0,-23.862207694241892,Desconto muito alto
4433,66900.0,34.19,-114.31,94175.0,-27275.0,-28.96203875763207,Desconto muito alto
4434,100000.0,39.14,-123.21,126320.0,-26320.0,-20.83597213426219,Desconto muito alto
4436,204600.0,34.27,-118.67,220895.00000000003,-16295.00000000003,-7.3768079856945725,Desconto ok
4438,118500.0,35.34,-119.08,173835.0,-55335.0,-31.831909569419274,Desconto muito alto
4439,67000.0,36.79,-119.83,75370.0,-8370.0,-11.10521427623723,Desconto bom
4440,134100.0,37.97,-122.32,204675.0,-70575.0,-34.48149505313302,Desconto muito alto
4442,237500.0,37.32,-121.97,261640.00000000003,-24140.00000000003,-9.226417978902319,Desconto ok
4443,70500.0,38.64,-121.44,87970.0,-17470.0,-19.859042855518926,Desconto muito alto
4447,116700.0,37.8,-122.25,156929.99999999997,-40229.99999999997,-25.63563372204166,Desconto muito alto
4449,178300.0,38.0,-122.03,284904.99999999994,-106604.99999999994,-37.41773573647355,Desconto muito alto
4452,175000.0,37.87,-122.29,229380.0,-54380.0,-23.707385125119888,Desconto muito alto
4454,82800.0,35.33,-119.06,136125.0,-53325.0,-39.17355371900826,Desconto muito alto
4456,263900.0,37.7,-122.09,301350.0,-37450.0,-12.427409988385598,Desconto bom
4457,57500.0,38.94,-122.62,97060.0,-39560.0,-40.758293838862556,Desconto muito alto
4458,209700.0,33.65,-117.94,263259.99999999994,-53559.99999999994,-20.344906176403537,Desconto muito alto
4464,261500.0,37.08,-122.04,307930.0,-46430.0,-15.078102166076707,Desconto muito alto
4467,70400.0,34.83,-114.61,95195.00000000001,-24795.000000000015,-26.046536057566062,Desconto muito alto
4468,134200.0,34.25,-118.4,149685.00000000003,-15485.00000000003,-10.345057955038932,Desconto bom
4469,170000.0,32.79,-117.09,239699.99999999997,-69699.99999999997,-29.078014184397155,Desconto muito alto
4475,69800.0,38.65,-121.95,100700.0,-30900.0,-30.685203574975173,Desconto muito alto
4476,126800.0,34.69,-118.16,141060.00000000003,-14260.00000000003,-10.109173401389498,Desconto bom
4477,256400.0,37.82,-122.0,299440.0,-43040.0,-14.37349719476356,Desconto bom
4478,173500.0,37.99,-122.32,231750.0,-58250.0,-25.13484358144552,Desconto muito alto
4480,120900.0,34.0,-118.32,134045.0,-13145.0,-9.806408295721585,Desconto ok
4481,281300.0,34.09,-118.38,337840.00000000006,-56540.00000000006,-16.73573289130951,Desconto muito alto
4484,214900.0,39.18,-123.17,278385.0,-63485.0,-22.80474881908149,Desconto muito alto
4485,165600.0,37.4,-122.1,279550.0,-113950.0,-40.76193883026292,Desconto muito alto
4494,118300.0,40.65,-120.77,139654.99999999997,-21354.99999999997,-15.29125344599189,Desconto muito alto
4502,247299.99999999997,37.93,-122.32,300910.0,-53610.00000000003,-17.815958259944846,Desconto muito alto
4504,233500.0,33.92,-117.53,251234.99999999994,-17734.99999999994,-7.059127908133797,Desconto ok
4507,85000.0,39.74,-122.16,110505.0,-25505.0,-23.080403601646985,Desconto muito alto
4510,153900.0,34.1,-118.19,167140.00000000003,-13240.00000000003,-7.921502931674061,Desconto ok
4513,97200.0,33.98,-118.29,130454.99999999999,-33254.999999999985,-25.49154880993445,Desconto muito alto
4514,150700.0,33.2,-117.27,176745.0,-26045.0,-14.73591897932049,Desconto bom
4516,57100.0,37.28,-120.49,63425.0,-6325.0,-9.972408356326369,Desconto ok
4517,186500.0,32.9,-116.96,252859.99999999997,-66359.99999999997,-26.243771256821947,Desconto muito alto
4522,56200.0,35.99,-120.12,78789.99999999999,-22589.999999999985,-28.671151161314874,Desconto muito alto
4525,70700.0,35.32,-119.06,127070.0,-56370.0,-44.36137561973715,Desconto muito alto
4526,99600.0,37.64,-120.99,127765.0,-28165.0,-22.044378350878567,Desconto muito alto
4528,139100.0,32.72,-117.14,156460.0,-17360.0,-11.095487664578805,Desconto bom
4531,96300.0,37.55,-120.8,106330.0,-10030.0,-9.43289758299633,Desconto ok
4532,110400.0,33.9,-118.22,158565.0,-48165.0,-30.375555765774287,Desconto muito alto
4533,124599.99999999999,33.95,-117.47,134635.0,-10035.000000000015,-7.453485349277687,Desconto ok
4534,117000.0,33.21,-117.25,161819.99999999997,-44819.99999999997,-27.697441601779744,Desconto muito alto
4537,81300.0,40.56,-122.86,94080.0,-12780.0,-13.584183673469388,Desconto bom
4539,234400.0,33.83,-118.1,285045.0,-50645.0,-17.7673700643758,Desconto muito alto
4542,63000.0,39.16,-121.56,79360.00000000001,-16360.000000000015,-20.614919354838722,Desconto muito alto
4543,91200.0,40.78,-122.93,107505.0,-16305.0,-15.166736430863681,Desconto muito alto
4546,157100.0,34.07,-117.97,185014.99999999997,-27914.99999999997,-15.087965840607506,Desconto muito alto
4547,163000.0,33.96,-118.09,186240.0,-23240.0,-12.47852233676976,Desconto bom
4550,234200.0,37.3,-121.93,292255.00000000006,-58055.00000000006,-19.86450189047238,Desconto muito alto
4552,75000.0,36.41,-119.69,80875.00000000001,-5875.000000000015,-7.264296754250403,Desconto ok
4553,125000.0,32.67,-117.06,202015.0,-77015.0,-38.12340667772195,Desconto muito alto
4562,315300.0,34.24,-118.5,343775.0,-28475.0,-8.283033961166462,Desconto ok
4564,117300.0,38.35,-121.96,152384.99999999997,-35084.99999999997,-23.023919677133563,Desconto muito alto
4565,74700.0,40.8,-124.16,151150.0,-76450.0,-50.578895137280846,Desconto muito alto
4571,55800.0,35.95,-119.04,65134.99999999999,-9334.999999999993,-14.331772472556986,Desconto bom
4573,155800.0,32.79,-117.0,241704.99999999997,-85904.99999999997,-35.541258972714665,Desconto muito alto
4574,97600.0,33.94,-118.23,123649.99999999999,-26049.999999999985,-21.06752931661948,Desconto muito alto
4579,140600.0,32.72,-117.13,190565.0,-49965.0,-26.21940020465458,Desconto muito alto
4580,94500.0,33.99,-118.3,175145.0,-80645.0,-46.04470581518171,Desconto muito alto
4581,113300.0,34.01,-118.27,137795.00000000003,-24495.00000000003,-17.77640698138541,Desconto muito alto
4583,294700.0,32.79,-116.9,351109.99999999994,-56409.99999999994,-16.066190082879995,Desconto muito alto
4585,60600.0,36.72,-119.76,99120.0,-38520.0,-38.86198547215496,Desconto muito alto
4588,176100.0,32.9,-117.15,207624.99999999997,-31524.99999999997,-15.18362432269716,Desconto muito alto
4589,171200.0,32.79,-117.09,265695.0,-94495.0,-35.565215754906944,Desconto muito alto
4591,152400.0,33.82,-117.92,195980.00000000003,-43580.00000000003,-22.236962955403623,Desconto muito alto
4593,146600.0,34.35,-119.05,154825.0,-8225.0,-5.312449539803003,Desconto ok
4594,116200.0,33.89,-118.21,179075.0,-62875.0,-35.11098701661315,Desconto muito alto
4595,69300.0,34.89,-117.02,108610.0,-39310.0,-36.193720651873676,Desconto muito alto
4598,161100.0,34.05,-118.3,179644.99999999994,-18544.99999999994,-10.323137298561022,Desconto bom
4599,220600.0,33.89,-118.31,244680.0,-24080.0,-9.841425535393167,Desconto ok
4600,88000.0,37.35,-120.59,118179.99999999999,-30179.999999999985,-25.537315958707048,Desconto muito alto
4603,239500.0,33.7,-117.79,252729.99999999994,-13229.999999999942,-5.23483559529931,Desconto ok
4604,68000.0,36.81,-119.85,106824.99999999999,-38824.999999999985,-36.34448864966065,Desconto muito alto
4606,137800.0,33.98,-118.34,155370.00000000003,-17570.00000000003,-11.308489412370488,Desconto bom
4607,259600.0,37.69,-121.91,289205.00000000006,-29605.00000000006,-10.236683321519356,Desconto bom
4609,120000.0,37.85,-122.29,211860.0,-91860.0,-43.35882186349476,Desconto muito alto
4611,70500.0,34.89,-116.99,130995.0,-60495.0,-46.181151952364594,Desconto muito alto
4612,112500.0,32.73,-117.17,135739.99999999997,-23239.99999999997,-17.120966553705596,Desconto muito alto
4613,186000.0,33.78,-117.87,241580.0,-55580.0,-23.00687142975412,Desconto muito alto
4614,91700.0,33.04,-115.6,115910.00000000001,-24210.000000000015,-20.88689500474507,Desconto muito alto
4619,237100.0,33.8,-117.69,285845.00000000006,-48745.00000000006,-17.052948276163672,Desconto muito alto
4620,153800.0,32.73,-116.99,176495.0,-22695.0,-12.858721210232584,Desconto bom
4621,179500.0,32.83,-117.1,227160.0,-47660.0,-20.980806480014085,Desconto muito alto
4623,337000.0,32.98,-117.24,400655.0,-63655.0,-15.887733835843806,Desconto muito alto
4625,143700.0,36.87,-119.75,214689.99999999997,-70989.99999999997,-33.06628161535236,Desconto muito alto
4626,233900.0,33.7,-117.78,317904.99999999994,-84004.99999999994,-26.42456079646434,Desconto muito alto
4627,240400.0,33.79,-118.02,268200.0,-27800.0,-10.365398956002982,Desconto bom
4631,120900.0,36.52,-119.54,170474.99999999997,-49574.99999999997,-29.080510338759336,Desconto muito alto
4632,226300.0,37.67,-122.42,260460.00000000006,-34160.00000000006,-13.115257621131862,Desconto bom
4634,212100.0,33.81,-118.2,270085.0,-57985.0,-21.469167114056688,Desconto muito alto
4636,166900.0,38.12,-122.24,244780.0,-77880.0,-31.816324863142416,Desconto muito alto
4637,163100.0,33.8,-118.25,185619.99999999997,-22519.99999999997,-12.132313328305127,Desconto bom
4642,157800.0,38.44,-122.7,246255.0,-88455.0,-35.92008284095755,Desconto muito alto
4646,64600.0,40.79,-124.18,121365.00000000001,-56765.000000000015,-46.772133646438434,Desconto muito alto
4648,117500.0,37.79,-122.42,234889.99999999997,-117389.99999999997,-49.97658478436715,Desconto muito alto
4651,328200.0,33.03,-117.07,367254.99999999994,-39054.99999999994,-10.634300417965704,Desconto bom
4653,146800.0,32.56,-117.1,206615.0,-59815.0,-28.949979430341454,Desconto muito alto
4655,226600.0,33.91,-117.9,249305.00000000006,-22705.00000000006,-9.107318344999118,Desconto ok
4656,158000.0,34.05,-117.97,166470.0,-8470.0,-5.088003844536553,Desconto ok
4657,223900.0,38.3,-122.03,256365.00000000006,-32465.00000000006,-12.66358512277419,Desconto bom
4663,65200.0,36.34,-119.31,68935.0,-3735.0,-5.41814753028215,Desconto ok
4664,185600.0,34.68,-118.17,281790.0,-96190.0,-34.13534901877284,Desconto muito alto
4666,181800.0,34.12,-117.54,202085.0,-20285.0,-10.037855357893957,Desconto bom
4667,98700.0,32.74,-117.11,133139.99999999997,-34439.99999999997,-25.867507886435316,Desconto muito alto
4672,191800.0,34.33,-119.11,212249.99999999997,-20449.99999999997,-9.63486454652531,Desconto ok
4673,77700.0,38.49,-121.49,83630.0,-5930.0,-7.090756905416716,Desconto ok
4675,54400.0,36.32,-119.68,82200.0,-27800.0,-33.81995133819951,Desconto muito alto
4676,119600.0,34.03,-118.29,140600.00000000003,-21000.00000000003,-14.935988620199165,Desconto bom
4678,191700.0,34.12,-117.5,207680.00000000003,-15980.00000000003,-7.694530046224974,Desconto ok
4680,68500.0,35.12,-118.01,123310.0,-54810.0,-44.448949801313766,Desconto muito alto
4684,181100.0,34.18,-119.19,196060.0,-14960.0,-7.630317249821483,Desconto ok
4685,67500.0,36.72,-119.83,144025.0,-76525.0,-53.13313660822774,Desconto muito alto
4686,106300.0,34.01,-118.34,164640.0,-58340.0,-35.43488824101069,Desconto muito alto
4687,144100.0,38.61,-121.36,192550.0,-48450.0,-25.16229550766035,Desconto muito alto
4692,156500.0,37.8,-122.21,229034.99999999994,-72534.99999999994,-31.669832121728103,Desconto muito alto
4696,122499.99999999999,33.99,-118.33,188300.0,-65800.00000000001,-34.94423791821562,Desconto muito alto
4698,104600.0,38.26,-121.3,115195.00000000001,-10595.000000000015,-9.197447805894363,Desconto ok
4700,92400.0,37.57,-119.82,106579.99999999999,-14179.999999999985,-13.304559954963397,Desconto bom
4702,220000.0,33.65,-117.92,233895.00000000003,-13895.00000000003,-5.940699886701309,Desconto ok
4703,350700.0,37.72,-122.24,391600.00000000006,-40900.00000000006,-10.44433094994894,Desconto bom
4705,228900.0,32.76,-116.97,305300.0,-76400.0,-25.024566000655092,Desconto muito alto
4707,156400.0,33.91,-118.29,223459.99999999997,-67059.99999999997,-30.00984516244517,Desconto muito alto
4710,63200.0,35.42,-119.05,93169.99999999999,-29969.999999999985,-32.16700654717183,Desconto muito alto
4715,61199.99999999999,36.62,-119.68,74675.0,-13475.000000000007,-18.044861064613336,Desconto muito alto
4716,212100.0,33.78,-117.85,244615.0,-32515.0,-13.292316497352981,Desconto bom
4717,226000.0,33.82,-118.12,254430.0,-28430.0,-11.173996777109618,Desconto bom
4718,121000.0,33.93,-118.21,140490.0,-19490.0,-13.87287351412912,Desconto bom
4720,167500.0,33.13,-117.05,275100.00000000006,-107600.00000000006,-39.113049800072716,Desconto muito alto
4723,156300.0,33.87,-118.12,238125.0000000001,-81825.00000000009,-34.36220472440947,Desconto muito alto
4725,98900.0,33.92,-118.26,121790.0,-22890.0,-18.79464652270301,Desconto muito alto
4729,94900.0,33.6,-114.65,112365.0,-17465.0,-15.543096159836248,Desconto muito alto
4732,81800.0,34.04,-117.4,96690.0,-14890.0,-15.399731099389802,Desconto muito alto
4734,220900.0,34.11,-118.22,259465.0,-38565.0,-14.863276357119457,Desconto bom
4736,56000.0,38.54,-121.45,89145.0,-33145.0,-37.18099725166863,Desconto muito alto
4740,128400.0,32.61,-117.07,154175.0,-25775.0,-16.71801524241933,Desconto muito alto
4745,276100.0,34.27,-118.27,336325.00000000006,-60225.00000000006,-17.906786590351608,Desconto muito alto
4749,270900.0,37.9,-122.29,314105.0,-43205.0,-13.754954553413668,Desconto bom
4750,367000.0,33.67,-117.94,397360.0,-30360.0,-7.640426816992147,Desconto ok
4752,92200.0,38.07,-120.55,115050.0,-22850.0,-19.860930030421557,Desconto muito alto
4754,277800.0,33.46,-117.67,313085.0,-35285.0,-11.270102368366418,Desconto bom
4760,89200.0,33.91,-118.22,157860.0,-68660.0,-43.49423539845433,Desconto muito alto
4761,112500.0,34.07,-118.29,227875.0,-115375.0,-50.63082830499177,Desconto muito alto
4762,221000.0,33.0,-116.78,303040.0,-82040.0,-27.07233368532207,Desconto muito alto
4763,85200.0,36.54,-119.12,102090.0,-16890.0,-16.544225683220688,Desconto muito alto
4764,52500.0,36.95,-120.05,68470.0,-15970.0,-23.3240835402366,Desconto muito alto
4768,161700.0,35.62,-120.69,194915.0,-33215.0,-17.040761357514814,Desconto muito alto
4769,155600.0,36.82,-119.83,281445.0,-125845.0,-44.713887260388354,Desconto muito alto
4774,50800.0,40.81,-124.23,181555.00000000003,-130755.00000000003,-72.01949822367878,Desconto muito alto
4778,143400.0,41.06,-124.14,224390.00000000003,-80990.00000000003,-36.093408797183486,Desconto muito alto
4779,220600.0,33.89,-118.32,255200.0,-34600.0,-13.557993730407524,Desconto bom
4781,236500.0,34.27,-119.17,252785.00000000003,-16285.00000000003,-6.442233518602776,Desconto ok
4791,138900.0,34.11,-117.39,155500.00000000003,-16600.00000000003,-10.675241157556286,Desconto bom
4793,65000.0,34.2,-116.38,87925.0,-22925.0,-26.07335797554734,Desconto muito alto
4794,225600.0,32.64,-117.04,261875.00000000003,-36275.00000000003,-13.852028639618148,Desconto bom
4796,67500.0,32.97,-115.52,73560.0,-6060.0,-8.238172920065253,Desconto ok
4802,61499.99999999999,33.62,-114.61,69735.0,-8235.000000000007,-11.808991180899127,Desconto bom
4804,115800.0,38.03,-120.19,142460.0,-26660.0,-18.71402498947073,Desconto muito alto
4805,169700.0,32.79,-117.09,218699.99999999997,-48999.99999999997,-22.405121170553258,Desconto muito alto
4811,90900.0,33.81,-116.47,103350.0,-12450.0,-12.046444121915819,Desconto bom
4812,95300.0,39.88,-121.75,107070.0,-11770.0,-10.992808443074624,Desconto bom
4815,198500.0,33.81,-118.19,257310.00000000003,-58810.00000000003,-22.855699350977428,Desconto muito alto
4816,212300.0,33.93,-118.15,243280.0,-30980.0,-12.734297928313055,Desconto bom
4817,112500.0,37.78,-122.43,140915.0,-28415.0,-20.164638257105345,Desconto muito alto
4822,141700.0,39.11,-121.68,157524.99999999997,-15824.99999999997,-10.046024440564972,Desconto bom
4823,77300.0,40.57,-122.36,89114.99999999999,-11814.999999999985,-13.258149582000772,Desconto bom
4825,164300.0,33.97,-118.09,174380.0,-10080.0,-5.780479412776694,Desconto ok
4826,139900.0,37.99,-122.04,211719.99999999997,-71819.99999999997,-33.92216134517286,Desconto muito alto
4827,209700.0,32.82,-117.03,249245.0,-39545.0,-15.865915063491745,Desconto muito alto
4829,109700.0,38.11,-122.26,194145.0,-84445.0,-43.495840737593035,Desconto muito alto
4834,92900.0,33.96,-118.25,103279.99999999999,-10379.999999999985,-10.050348567002311,Desconto bom
4838,76100.0,40.28,-124.25,199579.99999999997,-123479.99999999997,-61.86992684637739,Desconto muito alto
4839,224700.0,34.21,-118.84,273935.0,-49235.0,-17.973241827440816,Desconto muito alto
4840,67500.0,32.8,-117.11,143705.00000000003,-76205.00000000003,-53.02877422497478,Desconto muito alto
4843,345200.0,32.74,-117.22,386245.0,-41045.0,-10.62667477896154,Desconto bom
4844,183800.0,34.22,-118.4,200095.0,-16295.0,-8.143631774906918,Desconto ok
4845,112500.0,32.82,-117.11,139935.0,-27435.0,-19.605531139457604,Desconto muito alto
4846,60200.0,36.77,-119.76,87335.0,-27135.0,-31.070017747752903,Desconto muito alto
4848,207500.0,33.7,-117.77,317045.00000000006,-109545.00000000006,-34.55187749373118,Desconto muito alto
4849,173800.0,33.91,-118.12,190209.99999999997,-16409.99999999997,-8.627306661058816,Desconto ok
4851,150300.0,33.85,-118.19,216769.99999999997,-66469.99999999997,-30.663837246851493,Desconto muito alto
4853,193100.0,37.82,-122.26,252285.0000000001,-59185.00000000009,-23.459579443882937,Desconto muito alto
4854,116900.0,32.72,-117.06,177390.00000000003,-60490.00000000003,-34.10000563729636,Desconto muito alto
4856,171400.0,33.14,-117.13,236175.0,-64775.0,-27.426696305705516,Desconto muito alto
4857,110400.0,34.23,-117.27,147570.00000000003,-37170.00000000003,-25.188046350884342,Desconto muito alto
4865,186600.0,34.28,-118.71,224744.99999999997,-38144.99999999997,-16.972568911432948,Desconto muito alto
4866,96300.0,32.81,-115.58,159424.99999999997,-63124.99999999997,-39.59542104437822,Desconto muito alto
4870,188600.0,34.16,-118.12,199430.00000000003,-10830.00000000003,-5.4304768590483015,Desconto ok
4872,207500.0,33.82,-118.18,238865.00000000006,-31365.00000000006,-13.130847968517804,Desconto bom
4875,131300.0,37.19,-121.59,450035.0,-318735.0,-70.82449142844446,Desconto muito alto
4879,140100.0,34.68,-118.11,178399.99999999997,-38299.99999999997,-21.46860986547084,Desconto muito alto
4880,239400.0,34.26,-118.31,307055.0,-67655.0,-22.033511911546793,Desconto muito alto
4881,188900.0,37.71,-122.13,206040.0,-17140.0,-8.318773053775965,Desconto ok
4882,99400.0,37.88,-122.08,208319.99999999997,-108919.99999999997,-52.284946236559136,Desconto muito alto
4883,177400.0,33.81,-117.96,212545.0,-35145.0,-16.535321931826203,Desconto muito alto
4884,260100.0,33.02,-117.05,305650.00000000006,-45550.00000000006,-14.902666448552282,Desconto bom
4886,87700.0,40.2,-122.38,105189.99999999999,-17489.999999999985,-16.62705580378362,Desconto muito alto
4887,82900.0,34.14,-117.29,106610.00000000001,-23710.000000000015,-22.239939968108068,Desconto muito alto
4888,87900.0,38.74,-121.3,96325.00000000001,-8425.000000000015,-8.74643135219311,Desconto ok
4889,223500.0,33.76,-118.03,252649.99999999997,-29149.99999999997,-11.53770037601424,Desconto bom
4890,71300.0,36.76,-119.73,101755.0,-30455.0,-29.929733182644586,Desconto muito alto
4893,85800.0,41.8,-124.3,95715.0,-9915.0,-10.358877918821502,Desconto bom
4897,286900.0,33.61,-117.66,403445.0,-116545.0,-28.887456778495206,Desconto muito alto
4902,113900.0,38.16,-121.14,121465.00000000001,-7565.000000000015,-6.2281315605318515,Desconto ok
4906,67500.0,32.64,-117.11,148935.00000000003,-81435.00000000003,-54.67821532883473,Desconto muito alto
4909,105600.0,36.33,-119.35,119200.0,-13600.0,-11.409395973154362,Desconto bom
4911,100000.0,39.07,-121.7,115340.0,-15340.0,-13.299809259580373,Desconto bom
4912,60400.0,37.29,-120.48,68350.0,-7950.0,-11.63130943672275,Desconto bom
4915,184400.0,34.02,-118.4,212730.00000000003,-28330.00000000003,-13.317350632256863,Desconto bom
4917,158000.0,34.05,-118.35,177325.0,-19325.0,-10.898068518257437,Desconto bom
4921,27500.0,33.92,-114.67,88350.0,-60850.0,-68.87379739671759,Desconto muito alto
4922,61099.99999999999,32.84,-115.57,79400.00000000001,-18300.000000000022,-23.047858942065513,Desconto muito alto
4923,164200.0,32.77,-117.01,173185.0,-8985.0,-5.188093657071917,Desconto ok
4929,166100.0,33.99,-118.06,230719.99999999994,-64619.99999999994,-28.007975034674043,Desconto muito alto
4933,142500.0,33.97,-118.1,197139.99999999997,-54639.99999999997,-27.716343715126296,Desconto muito alto
4935,81000.0,33.92,-116.89,92890.00000000001,-11890.000000000015,-12.800086123371743,Desconto bom
4939,186200.0,37.72,-122.13,226580.0,-40380.0,-17.821519992938477,Desconto muito alto
4941,274100.0,33.68,-117.8,355090.0,-80990.0,-22.808302120589147,Desconto muito alto
4951,207300.0,33.93,-118.15,227940.00000000003,-20640.00000000003,-9.055014477494089,Desconto ok
4953,98100.0,33.95,-118.25,121280.0,-23180.0,-19.11279683377309,Desconto muito alto
4954,228600.0,32.81,-117.05,311820.0,-83220.0,-26.688474119684436,Desconto muito alto
4955,58600.0,33.53,-116.17,86730.0,-28130.0,-32.43399054537069,Desconto muito alto
4957,256300.0,34.16,-118.39,333965.0,-77665.0,-23.255430958333957,Desconto muito alto
4960,99200.0,36.09,-119.05,138130.00000000003,-38930.00000000003,-28.183595163975976,Desconto muito alto
4963,112800.0,38.69,-121.25,125140.0,-12340.0,-9.860955729582868,Desconto ok
4964,161200.0,38.44,-122.69,186045.0,-24845.0,-13.35429600365503,Desconto bom
4966,202400.0,33.9,-118.03,225955.00000000003,-23555.00000000003,-10.424642074749409,Desconto bom
4968,166700.0,34.1,-118.18,325275.0,-158575.0,-48.75105679809392,Desconto muito alto
4970,116600.0,37.0,-122.04,265209.99999999994,-148609.99999999994,-56.03484031522189,Desconto muito alto
4971,138800.0,33.97,-118.32,223210.00000000006,-84410.00000000006,-37.81640607499666,Desconto muito alto
4973,233100.0,33.78,-118.01,271624.99999999994,-38524.99999999994,-14.183156925908863,Desconto bom
4976,172600.0,33.98,-118.06,190990.0,-18390.0,-9.628776375726478,Desconto ok
4977,88600.0,37.07,-120.87,120070.0,-31470.0,-26.209711001915547,Desconto muito alto
4981,52200.0,36.19,-119.82,72290.0,-20090.0,-27.79084244017153,Desconto muito alto
4985,65700.0,35.94,-119.06,95714.99999999999,-30014.999999999985,-31.358721203573097,Desconto muito alto
4986,192800.0,37.35,-121.8,210674.99999999997,-17874.99999999997,-8.484632728135741,Desconto ok
4987,95000.0,33.99,-118.28,115729.99999999999,-20729.999999999985,-17.91238226907456,Desconto muito alto
4989,218100.0,33.83,-118.11,275709.99999999994,-57609.99999999994,-20.8951434478256,Desconto muito alto
4991,140400.0,37.94,-122.33,207604.99999999997,-67204.99999999997,-32.37157101225885,Desconto muito alto
4992,106700.0,40.54,-124.23,171700.0,-65000.0,-37.8567268491555,Desconto muito alto
4996,111300.0,32.71,-117.12,118234.99999999999,-6934.999999999985,-5.865437476212616,Desconto ok
5001,317800.0,37.92,-122.52,357925.0,-40125.0,-11.210449116435008,Desconto bom
5002,122399.99999999999,34.03,-117.32,139210.0,-16810.000000000015,-12.07528194813592,Desconto bom
5003,58200.0,39.94,-122.0,68915.0,-10715.0,-15.548139011826162,Desconto muito alto
5008,106400.0,37.68,-121.02,139789.99999999997,-33389.99999999997,-23.885828743114658,Desconto muito alto
5009,51700.0,36.4,-119.1,62029.99999999999,-10329.999999999993,-16.65323230694824,Desconto muito alto
5010,78700.0,38.03,-121.36,151200.0,-72500.0,-47.94973544973545,Desconto muito alto
5011,142900.0,32.76,-117.13,166095.00000000003,-23195.00000000003,-13.964899605647386,Desconto bom
5014,89400.0,34.11,-117.21,98534.99999999999,-9134.999999999985,-9.270817476023735,Desconto ok
5016,145800.0,37.77,-122.16,194580.0,-48780.0,-25.069380203515262,Desconto muito alto
5018,139700.0,38.64,-121.34,149060.0,-9360.0,-6.279350597075004,Desconto ok
5021,155900.0,39.13,-121.07,165220.0,-9320.0,-5.640963563733204,Desconto ok
5025,163100.0,37.95,-122.04,182475.0,-19375.0,-10.617892862035895,Desconto bom
5028,131300.0,32.64,-117.09,208465.00000000003,-77165.00000000003,-37.01580601060131,Desconto muito alto
5029,123799.99999999999,33.7,-117.37,190820.0,-67020.00000000001,-35.122104601194856,Desconto muito alto
5031,163800.0,33.83,-118.06,259970.00000000003,-96170.00000000003,-36.99272993037659,Desconto muito alto
5033,81300.0,36.73,-119.89,88780.0,-7480.0,-8.425321018247352,Desconto ok
5034,146900.0,38.46,-122.75,180740.0,-33840.0,-18.723027553391614,Desconto muito alto
5035,84700.0,35.33,-119.03,120115.0,-35415.0,-29.484244265911837,Desconto muito alto
5036,108500.0,40.66,-122.25,117115.0,-8615.0,-7.356017589548734,Desconto ok
5037,174300.0,34.26,-118.44,188415.0,-14115.0,-7.49144176419075,Desconto ok
5038,85400.0,39.7,-122.18,129345.0,-43945.0,-33.97502802582241,Desconto muito alto
